Phlebovirus riftense	Complete	SPU162/10	S	KY196489	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA184/10	S	KY196490	1691	49.319927	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA276/10	S	KY196492	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA275/10	S	KY196491	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA573/10	S	KY196493	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA982/10	S	KY196494	1691	49.201656	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1094/10	S	KY196495	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1222/10	S	KY196496	1691	49.201656	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1796/10	S	KY196497	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA354/11	S	KY196498	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA494/11	S	KY196499	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/04	S	KY196500	1690	49.171597	1690	2004	2004	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/08	S	KY196501	1689	49.02309	1689	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	J40/6	S	KY196502	1692	48.995274	1692	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	SPU142/08	S	KY196503	1692	48.877068	1692	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU152/08	S	KY196504	1692	48.93617	1692	2008	2008	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU86/09	S	KY196505	1689	48.963882	1689	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU404/09	S	KY196506	1690	49.23077	1690	2009	2009	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	An1830	S	KY196508	1691	48.669426	1691	1956	1956	South Africa	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Ar12568	S	KY196509	1691	49.024246	1691	1971	1971	South Africa	Africa	Eretmapodites quinquevittatus	Mosquito	Insect
Phlebovirus riftense	Complete	Ar20364	S	KY196510	1690	49.053253	1690	1981	1981	South Africa	Africa	Culex zombaensis	Mosquito	Insect
Phlebovirus riftense	Complete	SPU52/99/1	S	KY196511	1690	48.698223	1690	1999	1999	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	Ar74	S	KY196507	1691	48.7877	1691	1955	1955	South Africa	Africa	Aedes circumluteolus	Mosquito	Insect
Phlebovirus riftense	Complete	201902745_M|Uganda|2018	M	ON060800	3883	45.604538	3883	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 7-2010	M	JQ820487	3885	45.740025	3885	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	RSA/OBP/RVFVClone13/LAV	S	OP146106	1141	49.34268	1141	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVClone13/LAV	M	OP146105	3885	45.817245	3885	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVClone13/LAV	L	OP146104	6404	43.59775	6404	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVSmithburn/LAV	L	OP146107	6375	43.57647	6375	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVSmithburn/LAV	M	OP146108	3885	45.225224	3885	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVSmithburn/LAV	S	OP146109	1691	49.14252	1691	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFV/Inactivated	M	OP146111	3885	45.482624	3885	1974	1974	South Africa	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFV/Inactivated	L	OP146110	6404	43.83198	6404	1974	1974	South Africa	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFV/Inactivated	S	OP146112	1691	49.615612	1691	1974	1974	South Africa	Africa			
Phlebovirus riftense	Complete	201601292	M	MG953419	3841	45.587086	3841	2016-03-15	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	AFI-MGT-989	M	OR972327	3875	45.637585	3875	2018-07-16	2018	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	AFI-MGT-989	L	OR972326	6397	43.400063	6397	2018-07-16	2018	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	AFI-MGT-989	S	OR972328	1684	49.52381	1684	2018-07-16	2018	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2019/7	S	OR528950	1680	48.988094	1680	2019-04-20	2019	Gabon	Africa	Philantomba monticola		
Phlebovirus riftense	Complete	2019/Sample-108	S	OR528951	1690	48.93491	1690	2019-07-01	2019	Gabon	Africa	Philantomba monticola		
Phlebovirus riftense	Complete	2019/Sample-166	S	OR528953	1690	49.053253	1690	2019-07-06	2019	Gabon	Africa	Cephalophorus callipygus		
Phlebovirus riftense	Complete	2019/Sample-120	S	OR528952	1681	48.602024	1681	2019-07-02	2019	Gabon	Africa	Philantomba monticola		
Phlebovirus riftense	Complete	Sudan 85-2010	M	JQ820488	3885	45.714287	3885	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201601292	L	MG953422	6373	43.33909	6373	2016-03-15	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201601287	L	MG953423	6227	43.536213	6227	2016-03-15	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201601292	S	MG953425	1675	48.841465	1675	2016-03-15	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201601502	S	MG953426	1641	49.04025	1641	2016-06-09	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 86-2010	M	JQ820489	3883	45.660572	3883	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707024	L	MG972972	6321	43.46519	6321	2017-11-21	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707024	M	MG972973	3852	45.508827	3852	2017-11-21	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707024	S	MG972974	1644	49.330902	1644	2017-11-21	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 2V-2007	M	JQ820490	3871	45.64712	3871	2007	2007	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707023	L	MG972975	6397	43.39534	6397	2017-11-16	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707023	M	MG972976	3879	45.5272	3879	2017-11-16	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707023	S	MG972977	1686	49.34757	1686	2017-11-16	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201707025	L	MG972978	6332	43.445988	6332	2017-12-07	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 28-2010	M	JQ820491	3884	45.59732	3884	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 1-2007	S	JQ840745	1691	49.201656	1691	2007-10	2007	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan B-2007	S	JQ840746	1690	48.994083	1690	2007	2007	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZINGA J83 R1	S	KU978773	1707	48.681896	1707	1969-01-01	1969	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZINGA J83 R1	M	KU978776	3951	45.558086	3951	1969-01-01	1969	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZINGA J83 R1	L	KU978779	6453	43.59213	6453	1969-01-01	1969	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Ken 199800523	L	KU978780	6431	43.44581	6431	1998-01-04	1998	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Kenya-128b-15	L	KX096938	6404	43.457214	6404	2006	2006	Kenya	Africa	Aedes ochraceus	Mosquito	Insect
Phlebovirus riftense	Complete	Kenya-128b-15	M	KX096939	3885	45.714287	3885	2006	2006	Kenya	Africa	Aedes ochraceus	Mosquito	Insect
Phlebovirus riftense	Complete	Kenya-128b-15	S	KX096940	1692	48.93617	1692	2006	2006	Kenya	Africa	Aedes ochraceus	Mosquito	Insect
Phlebovirus riftense	Complete	ZH-501		GU372973	738	50.1355	738	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2008/00099		HE687304	6404	43.519676	6404	2008-02-21	2008	Mayotte	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2008/00101		HE687305	6404	43.53529	6404	2008-03-20	2008	Mayotte	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	BJ01	L	KX632066	6402	43.595753	6402	2016-07-22	2016	Angola	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	BJ01	M	KX632067	3872	45.35124	3872	2016-07-22	2016	Angola	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	BJ01	S	KX632068	1686	49.584816	1686	2016-07-22	2016	Angola	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	HB1752	S	KJ782452	1690	48.757397	1690	1985-12-24	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	HB1752	M	KJ782453	3885	45.817245	3885	1985-12-24	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	HB1752	L	KJ782454	6404	43.550907	6404	1985-12-24	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ArB1986	S	KJ782455	1690	48.639053	1690	1969-06-12	1969	Central African Republic	Africa	Aedes palpalis		
Phlebovirus riftense	Complete	ArB1986	M	KJ782456	3885	45.688545	3885	1969-06-12	1969	Central African Republic	Africa	Aedes palpalis		
Phlebovirus riftense	Complete	ArB1986	L	KJ782457	6404	43.50406	6404	1969-06-12	1969	Central African Republic	Africa	Aedes palpalis		
Phlebovirus riftense	Complete	M06/10	S	KX944803	1672	49.10287	1672	2010	2010	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M127/09	S	KX944804	1635	49.541283	1635	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M12/10	S	KX944805	1676	49.343674	1676	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M16/10	S	KX944806	1675	49.134327	1675	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M1955	S	KX944807	1655	49.728096	1655	1955	1955	South Africa	Africa		Null	
Phlebovirus riftense	Complete	M1975/Bov	S	KX944808	1653	49.183304	1653	1975	1975	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M19/10	S	KX944809	1654	49.334946	1654	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M21/10	S	KX944810	1676	49.343674	1676	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M247/09	S	KX944811	1678	49.284863	1678	2009	2009	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M259/09	S	KX944812	1638	49.45055	1638	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M25/10	S	KX944813	1661	49.24744	1661	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M33/10	S	KX944816	1676	49.224342	1676	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M37/08	S	KX944817	1691	48.96511	1691	2008	2008	South Africa	Africa	Buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	M39/08	S	KX944818	1691	48.90597	1691	2008	2008	South Africa	Africa	Buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	M47/08	S	KX944819	1691	48.90597	1691	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M48/08	S	KX944820	1691	48.846836	1691	2008	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M57/74	S	KX944821	1654	49.274487	1654	1974	1974	South Africa	Africa		Null	
Phlebovirus riftense	Complete	M66/09	S	KX944822	1689	48.90468	1689	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M80/08/2	S	KX944823	1645	48.81459	1645	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M85/08	S	KX944825	1691	48.846836	1691	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M06/10	M	KX944826	3877	45.576477	3877	2010	2010	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M12/10	M	KX944827	3875	45.625805	3875	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M127/09	M	KX944828	3879	45.656097	3879	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M16/10	M	KX944829	3876	45.665634	3876	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M19/10	M	KX944830	3878	45.6163	3878	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M1955	M	KX944831	3885	45.559845	3885	1955	1955	South Africa	Africa		Null	
Phlebovirus riftense	Complete	25010_24	S	KM210508	1691	48.492016	1691	2010-10-06	2010	Mauritania	Africa	camel	Camel	Nonhuman Mammal
Phlebovirus riftense	Complete	M21/10	M	KX944833	3875	45.625805	3875	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	25010-24	M	KM210509	3594	46.04897	3594	2010-10-06	2010	Mauritania	Africa	camel	Camel	Nonhuman Mammal
Phlebovirus riftense	Complete	M247/09	M	KX944834	3884	45.571575	3884	2009	2009	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M25/10	M	KX944835	3878	45.642082	3878	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M259/09	M	KX944836	3880	45.592785	3880	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M260/09	M	KX944837	3866	45.576824	3866	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M29/10	M	KX944838	3879	45.656097	3879	2010	2010	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M33/10	M	KX944839	3878	45.642082	3878	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M37/08	M	KX944840	3885	45.637066	3885	2008	2008	South Africa	Africa	Buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	M39/08	M	KX944841	3885	45.688545	3885	2008	2008	South Africa	Africa	Buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	M47/08	M	KX944842	3885	45.714287	3885	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M48/08	M	KX944843	3885	45.662807	3885	2008	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M57/74	M	KX944844	3867	45.539177	3867	1974	1974	South Africa	Africa		Null	
Phlebovirus riftense	Complete	M66/09	M	KX944845	3877	45.78282	3877	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M80/08/2	M	KX944846	3879	45.784996	3879	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M84/08	M	KX944847	3876	45.717236	3876	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M85/08	M	KX944848	3885	45.714287	3885	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M06/10	L	KX944849	6380	43.918495	6380	2010	2010	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M12/10	L	KX944850	6329	43.94059	6329	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M127/09	L	KX944851	6404	43.9569	6404	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M16/10	L	KX944852	6403	43.916912	6403	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M19/10	L	KX944853	6294	43.946617	6294	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M1955	L	KX944854	6373	43.856895	6373	1955	1955	South Africa	Africa		Null	
Phlebovirus riftense	Complete	M1975/Bov	L	KX944855	6388	43.581715	6388	1975	1975	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M21/10	L	KX944856	6329	43.94059	6329	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M247/09	L	KX944857	6390	43.94366	6390	2009	2009	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M25/10	L	KX944858	6398	43.888714	6398	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M259/09	L	KX944859	6403	43.823208	6403	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M260/09	L	KX944860	6390	43.896713	6390	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M29/10	L	KX944861	6393	43.954327	6393	2010	2010	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M33/10	L	KX944862	6404	43.878826	6404	2010	2010	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	M37/08	L	KX944863	6404	43.472828	6404	2008	2008	South Africa	Africa	Buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	M39/08	L	KX944864	6404	43.472828	6404	2008	2008	South Africa	Africa	Buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	M47/08	L	KX944865	6404	43.510853	6404	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M48/08	L	KX944866	6404	43.457214	6404	2008	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M66/09	L	KX944868	6333	43.51808	6333	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M80/08/2	L	KX944869	6392	43.523155	6392	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M84/08	L	KX944870	6360	43.537735	6360	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	M85/08	L	KX944871	6397	43.489136	6397	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	KEN/Gar-004/06	L	HM586953	6404	43.613365	6404	2006-12-21	2006	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	KEN/Gar-008/06	L	HM586954	6404	43.613365	6404	2006-12-21	2006	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	KEN/Kil-006/07	L	HM586955	6404	43.53529	6404	2007-01-05	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	KEN/Mal-032/07	L	HM586956	6404	43.50406	6404	2007-01-15	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	KEN/Bar-032/07	L	HM586957	6404	43.56652	6404	2007-02-03	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	KEN/Bar-035/07	L	HM586958	6404	43.488445	6404	2007-01-30	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	TAN/Tan-001/07	L	HM586959	6404	43.41037	6404	2007-02-08	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	TAN/Dod-002/07	L	HM586960	6404	43.50406	6404	2007-03-14	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	KEN/Gar-Msq	L	HM586961	6404	43.53529	6404	2006-12-29	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	KEN/KLF-Msq	L	HM586962	6404	43.488445	6404	2007-01-13	2007	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	KEN/Bar-Msq	L	HM586963	6404	43.54209	6404	2007-02-13	2007	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	KEN/Gar-004/06	M	HM586964	3885	45.688545	3885	2006-12-21	2006	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Gar-008/06	M	HM586965	3885	45.611324	3885	2006-12-21	2006	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Kil-006/07	M	HM586966	3885	45.611324	3885	2007-01-05	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Mal-032/07	M	HM586967	3885	45.585587	3885	2007-01-15	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Bar-032/07	M	HM586968	3885	45.534107	3885	2007-02-03	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Bar-035/07	M	HM586969	3885	45.662807	3885	2007-01-30	2007	Kenya	Africa			
Phlebovirus riftense	Complete	TAN/Tan-001/07	M	HM586970	3885	45.868725	3885	2007-02-08	2007	Tanzania	Africa			
Phlebovirus riftense	Complete	Sudan 86-2010	S	JQ820477	1691	49.08338	1691	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	TAN/Dod-002/07	M	HM586971	3885	45.868725	3885	2007-03-14	2007	Tanzania	Africa			
Phlebovirus riftense	Complete	KEN/Gar-Msq/131B-04/06	M	HM586972	3885	45.585587	3885	2006-12-29	2006	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/KLF-Msq/091/07	M	HM586973	3885	45.688545	3885	2007-01-13	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Bar-Msq/187-09/07	M	HM586974	3885	45.688545	3885	2007-02-13	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Gar-004/06	S	HM586975	1691	49.024246	1691	2006-12-21	2006	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Gar-008/06	S	HM586976	1691	48.492016	1691	2006-12-21	2006	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Kil-006/07	S	HM586977	1691	48.846836	1691	2007-01-05	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Mal-032/07	S	HM586978	1691	48.90597	1691	2007-01-15	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Bar-032/07	S	HM586979	1691	49.024246	1691	2007-02-03	2007	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/Bar-035/07	S	HM586980	1691	48.7877	1691	2007-01-30	2007	Kenya	Africa			
Phlebovirus riftense	Complete	TAN/Tan-001/07	S	HM586981	1691	49.08338	1691	2007-02-08	2007	Tanzania	Africa			
Phlebovirus riftense	Complete	TAN/Dod-002/07	S	HM586982	1691	48.96511	1691	2007-03-14	2007	Tanzania	Africa			
Phlebovirus riftense	Complete	KEN/Gar-Msq131B-04/06	S	HM586983	1691	48.90597	1691	2006-12-29	2006	Kenya	Africa			
Phlebovirus riftense	Complete	KEN/KLF-Msq091/07	S	HM586984	1691	48.90597	1691	2007-01-13	2007	Kenya	Africa			
Phlebovirus riftense	Complete	OS-8	L	DQ375395	6404	43.86321	6404	1987	1987	Mauritania	Africa			
Phlebovirus riftense	Complete	Sudan 133-2007	S	JQ820478	1690	49.171597	1690	2007-11	2007	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-3	L	DQ375396	6404	43.83198	6404	1987	1987	Mauritania	Africa			
Phlebovirus riftense	Complete	OS-9	L	DQ375397	6404	43.83198	6404	1987	1987	Mauritania	Africa			
Phlebovirus riftense	Complete	OS-1	L	DQ375398	6404	43.847595	6404	1987	1987	Mauritania	Africa			
Phlebovirus riftense	Complete	ARD-38388	L	DQ375399	6404	43.644596	6404	1983	1983	Burkina Faso	Africa			
Phlebovirus riftense	Complete	Kenya 9800523	L	DQ375400	6404	43.472828	6404	1998	1998	Kenya	Africa			
Phlebovirus riftense	Complete	Kenya 83 (21445)	L	DQ375402	6404	43.488445	6404	1983	1983	Kenya	Africa			
Phlebovirus riftense	Complete	ZH-548	L	DQ375403	6404	43.89444	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	MP-12	L	DQ375404	6404	43.86321	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	T-46 (228113)	L	DQ375405	6404	43.86321	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	ZH-501	L	DQ375406	6404	43.86321	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	T1	L	DQ375407	6404	43.86321	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	ZH-501-777	L	DQ375408	6404	43.847595	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	ZM-657	L	DQ375409	6404	43.816364	6404	1978	1978	Egypt	Africa			
Phlebovirus riftense	Complete	ZS-6365	L	DQ375410	6404	43.83198	6404	1979	1979	Egypt	Africa			
Phlebovirus riftense	Complete	ZH-1776	L	DQ375411	6404	43.785133	6404	1978	1978	Egypt	Africa			
Phlebovirus riftense	Complete	ZC-3349	L	DQ375412	6404	43.86321	6404	1978	1978	Egypt	Africa			
Phlebovirus riftense	Complete	2250/74	L	DQ375413	6404	43.753902	6404	1974	1974	Zimbabwe	Africa			
Phlebovirus riftense	Complete	MgH824	L	DQ375414	6404	43.76952	6404	1979	1979	Madagascar	Africa			
Phlebovirus riftense	Complete	74HB59	L	DQ375415	6404	43.59775	6404	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	73HB1449	L	DQ375416	6404	43.59775	6404	1974	1974	Central African Republic	Africa			
