Species	GenomeStatus	Strain	Segment	GenBank Accessions	Size	GC Content	Contig N50	CollectionDate	CollectionYear	IsolationCountry	GeographicGroup	HostName	HostCommonName	HostGroup
Phlebovirus riftense	Complete	SA1796/10	M	KY126700	3885	45.611324	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1222/10	M	KY126699	3885	45.585587	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA354/11	M	KY126701	3885	45.482624	3885	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA494/11	M	KY126702	3885	45.534107	3885	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/04	M	KY126703	3885	45.585587	3885	2004	2004	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/08	M	KY126704	3885	45.637066	3885	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Partial	Niger 2	S	MG897465	794	47.732998	794	2016	2016	Niger	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	J40/6	M	KY126705	3885	45.714287	3885	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	SPU142/08	M	KY126706	3885	45.714287	3885	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU152/08	M	KY126707	3885	45.714287	3885	2008	2008	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU86/09	M	KY126708	3885	45.791504	3885	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU404/09	M	KY126709	3885	45.585587	3885	2009	2009	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Ar74	M	KY126710	3885	45.534107	3885	1955	1955	South Africa	Africa	Aedes circumluteolus	Mosquito	Insect
Phlebovirus riftense	Complete	An1830	M	KY126711	3885	45.405407	3885	1956	1956	South Africa	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Ar12568	M	KY126712	3885	45.456886	3885	1971	1971	South Africa	Africa	Eretmapodites quinquevittatus	Mosquito	Insect
Phlebovirus riftense	Complete	Ar20364	M	KY126713	3885	45.431145	3885	1981	1981	South Africa	Africa	Culex zombaensis	Mosquito	Insect
Phlebovirus riftense	Complete	SPU52/99/1	M	KY126714	3885	45.585587	3885	1999	1999	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	Sudan 28-2010	L	JQ820486	6400	43.25	6400	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Niger 1	M	MG897467	550	47.272728	550	2016	2016	Niger	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU105/10	S	KY196487	1690	49.349113	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA129/10	S	KY196488	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU162/10	S	KY196489	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA184/10	S	KY196490	1691	49.319927	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA276/10	S	KY196492	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA275/10	S	KY196491	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA573/10	S	KY196493	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA982/10	S	KY196494	1691	49.201656	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1094/10	S	KY196495	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1222/10	S	KY196496	1691	49.201656	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1796/10	S	KY196497	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA354/11	S	KY196498	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA494/11	S	KY196499	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/04	S	KY196500	1690	49.171597	1690	2004	2004	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/08	S	KY196501	1689	49.02309	1689	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	J40/6	S	KY196502	1692	48.995274	1692	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	SPU142/08	S	KY196503	1692	48.877068	1692	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU152/08	S	KY196504	1692	48.93617	1692	2008	2008	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU86/09	S	KY196505	1689	48.963882	1689	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU404/09	S	KY196506	1690	49.23077	1690	2009	2009	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	An1830	S	KY196508	1691	48.669426	1691	1956	1956	South Africa	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Ar12568	S	KY196509	1691	49.024246	1691	1971	1971	South Africa	Africa	Eretmapodites quinquevittatus	Mosquito	Insect
Phlebovirus riftense	Complete	Ar20364	S	KY196510	1690	49.053253	1690	1981	1981	South Africa	Africa	Culex zombaensis	Mosquito	Insect
Phlebovirus riftense	Complete	SPU52/99/1	S	KY196511	1690	48.698223	1690	1999	1999	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	Ar74	S	KY196507	1691	48.7877	1691	1955	1955	South Africa	Africa	Aedes circumluteolus	Mosquito	Insect
Phlebovirus riftense	Partial	EGY-Bat-1/20	M	MW717937	513	45.614037	513	11/12/2019	2019	Egypt	Africa	Bat	Bat	Nonhuman Mammal
Phlebovirus riftense	Partial	Egy-Bat-2/20	M	MW717938	510	45.294117	510	11/12/2019	2019	Egypt	Africa	Bat	Bat	Nonhuman Mammal
Phlebovirus riftense	Partial	EGY-Bat-1/20	S	MW816826	599	46.744576	599	11/12/2019	2019	Egypt	Africa	Bat	Bat	Nonhuman Mammal
Phlebovirus riftense	Partial	Egy-Bat-2/20	S	MW816827	599	46.744576	599	11/12/2019	2019	Egypt	Africa	Bat	Bat	Nonhuman Mammal
Phlebovirus riftense	Partial	2018/MRT	S	OK392020	821	48.23386	821	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT	S	OK415590	773	51.48771	773	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT/1	L	OK415591	1940	44.536083	1940	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT/2	L	OK415592	4410	43.650795	4410	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT/1	M	OK415593	461	47.722343	461	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT/2	M	OK415594	200	48	200	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT/3	M	OK415595	2066	46.369797	2066	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	2018/MRT/4	M	OK415596	232	37.068966	232	2018	2018	Mauritania	Africa	Mosquito	Mosquito	Insect
Phlebovirus riftense	Partial	56/74_4255	L	OM744400	6404	43.613365	6404	1974	1974	South Africa	Africa	Cow	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	56/74_4255	M	OM744401	3885	45.534107	3885	1974	1974	South Africa	Africa	Cow	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	56/74_4255	S	OM744402	1691	49.201656	1691	1974	1974	South Africa	Africa	Cow	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_01		OM519308	624	48.076923	624	26/03/2021	2021	Nigeria	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_02		OM519309	624	47.916668	624	26/03/2021	2021	Nigeria	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_03		OM519310	624	48.076923	624	26/03/2021	2021	Nigeria	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_04		OM519311	624	47.596153	624	26/03/2021	2021	Nigeria	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_05		OM519312	624	48.23718	624	11/02/2019	2019	Nigeria	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	NGR_2021_06		OM519313	624	47.596153	624	01/03/2019	2019	Nigeria	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_07		OM519314	624	47.75641	624	08/10/2020	2020	Nigeria	Africa	Ovis aries	Sheep	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_08		OM519315	624	48.076923	624	08/10/2020	2020	Nigeria	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	NGR_2021_09		OM519316	624	47.75641	624	11/08/2019	2019	Nigeria	Africa	Culex sp.	Mosquito	Insect
Phlebovirus riftense	Partial	NGR_MANS2022_01		ON856671	618	47.572815	618	25/01/2022	2022	Nigeria	Africa	Mansonia sp.		
Phlebovirus riftense	Partial	NGR_MIDG2022_02		ON856672	618	47.08738	618	25/01/2022	2022	Nigeria	Africa	Biting midges		
Phlebovirus riftense	Partial	NGR_PHLE2022_03		ON856673	618	47.411003	618	25/01/2022	2022	Nigeria	Africa	Phlebotomus sp.	Sand fly	Insect
Phlebovirus riftense	Partial	SEBI-051		ON872481	833	48.97959	833	16/05/2018	2018	Tanzania	Africa	Cattle	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	SEBI-094		ON872483	833	48.859543	833	03/07/2018	2018	Tanzania	Africa	Cattle	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	SEBI-079		ON872482	833	48.739494	833	17/06/2018	2018	Tanzania	Africa	Cattle	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	Ug2012-CVR1	L	OQ077992	324	45.51495	324	2012	2012	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Ug2012-CVR2	M	OQ077993	112	41.964287	112	2012	2012	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2019000312_S|Uganda|2019	S	ON060771	1586	49.371277	1586	2019	2019	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2019000825_M|Uganda|2019	M	ON060773	3876	45.677418	3876	2019	2019	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2019000825_L|Uganda|2019	L	ON060772	6392	43.44288	6392	2019	2019	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900877_L|Uganda|2018	L	ON060775	6391	43.43608	6391	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2019000825_S|Uganda|2019	S	ON060774	1683	49.524376	1683	2019	2019	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900877_M|Uganda|2018	M	ON060776	3872	45.609505	3872	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900877_S|Uganda|2018	S	ON060777	1678	49.463646	1678	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900879_M|Uganda|2018	M	ON060779	3867	45.539177	3867	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900879_L|Uganda|2018	L	ON060778	6388	43.472134	6388	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900879_S|Uganda|2018	S	ON060780	1680	49.404762	1680	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900880_L|Uganda|2018	L	ON060781	6385	43.39859	6385	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900880_M|Uganda|2018	M	ON060782	3863	45.482784	3863	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201901671_L|Uganda	L	ON060784	6388	43.644333	6388	2017	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201900880_S|Uganda|2018	S	ON060783	1670	49.4012	1670	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201901671_M|Uganda	M	ON060785	3873	45.31371	3873			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201901671_S|Uganda	S	ON060786	1681	49.553837	1681			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902734_L|Uganda|2018	L	ON060787	6320	43.801254	6320	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902733_S|Uganda|2018	S	ON060789	1617	49.938118	1617	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902733_M|Uganda|2018	M	ON060788	3848	45.569622	3848	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902734_M|Uganda|2018	M	ON060791	3869	45.60269	3869	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2019000825_L|Uganda|2018	L	ON060790	6392	43.40479	6392	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902734_S|Uganda|2018	S	ON060792	1667	48.977135	1667	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902736_L|Uganda|2018	L	ON060793	6350	43.811024	6350	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902737_L|Uganda|2018	L	ON060796	6389	43.393864	6389	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902736_S|Uganda|2018	S	ON060795	1627	49.477566	1627	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902736_M|Uganda|2018	M	ON060794	3833	45.641964	3833	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902737_S|Uganda|2018	S	ON060798	1670	49.130173	1670	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902737_M|Uganda|2018	M	ON060797	3828	45.663532	3828	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902745_L|Uganda|2018	L	ON060799	6389	43.44968	6389	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902745_S|Uganda|2018	S	ON060801	1674	49.487644	1674	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	201902745_M|Uganda|2018	M	ON060800	3883	45.604538	3883	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902747_M|Uganda|2018	M	ON060803	3849	45.397816	3849	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902747_L|Uganda|2018	L	ON060802	6385	43.78133	6385	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 7-2010	M	JQ820487	3885	45.740025	3885	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902747_S|Uganda|2018	S	ON060804	1670	48.95147	1670	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902750_M|Uganda|2018	M	ON060806	3867	45.53687	3867	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902750_L|Uganda|2018	L	ON060805	6388	43.503445	6388	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902750_S|Uganda|2018	S	ON060807	1679	49.523243	1679	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902753_L|Uganda|2018	L	ON060808	6387	43.400658	6387	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902753_M|Uganda|2018	M	ON060809	3867	45.539177	3867	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902753_S|Uganda|2018	S	ON060810	1680	49.34446	1680	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902754_S|Uganda|2018	S	ON060812	1660	48.71955	1660	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902760_L|Uganda|2018	L	ON060813	6388	43.816532	6388	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902754_L|Uganda|2018	L	ON060811	6380	43.390896	6380	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902760_S|Uganda|2018	S	ON060815	1681	49.22619	1681	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902760_M|Uganda|2018	M	ON060814	3867	45.487457	3867	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902763_M|Uganda|2018	M	ON060817	3867	45.44749	3867	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902763_L|Uganda|2018	L	ON060816	6388	43.77642	6388	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902763_S|Uganda|2018	S	ON060818	1679	49.13639	1679	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902764_L|Uganda|2018	L	ON060819	6388	43.3135	6388	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020000148_L|Uganda	L	ON060822	6222	43.61035	6222	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902764_S|Uganda|2018	S	ON060821	1679	49.43419	1679	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201902764_M|Uganda|2018	M	ON060820	3885	45.726055	3885	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020000148_M|Uganda	M	ON060823	3564	46.324356	3564			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020000148_S|Uganda	S	ON060824	1647	49.302914	1647			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020000159_M|Uganda	M	ON060826	3592	46.13029	3592			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020000159_L|Uganda	L	ON060825	6265	43.48659	6265	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020000159_S|Uganda	S	ON060827	1618	49.166668	1618			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020001195_L|Uganda	L	ON060828	6380	43.440556	6380	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020001195_M|Uganda	M	ON060829	3861	45.402744	3861			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020001195_S|Uganda	S	ON060830	1671	49.21969	1671			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020002574_L|Uganda	L	ON060831	6392	43.489826	6392	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020002574_M|Uganda	M	ON060832	3871	45.698788	3871			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2021000843_L|Uganda	L	ON060834	6167	43.445946	6167	2018	2018	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2020002574_S|Uganda	S	ON060833	1674	49.34289	1674			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2021001358_L|Uganda	L	ON060836	6376	43.451633	6376	2017	2017	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2021001358_M|Uganda	M	ON060837	3839	45.580544	3839			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2021000843_S|Uganda	S	ON060835	1589	49.244507	1589			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	2021001358_S|Uganda	S	ON060838	1667	49.130173	1667			Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	RSA/OBP/RVFVClone13/LAV	S	OP146106	1141	49.34268	1141	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVClone13/LAV	M	OP146105	3885	45.817245	3885	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVClone13/LAV	L	OP146104	6404	43.59775	6404	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVSmithburn/LAV	L	OP146107	6375	43.57647	6375	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVSmithburn/LAV	M	OP146108	3885	45.225224	3885	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFVSmithburn/LAV	S	OP146109	1691	49.14252	1691	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFV/Inactivated	M	OP146111	3885	45.482624	3885	1974	1974	South Africa	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFV/Inactivated	L	OP146110	6404	43.83198	6404	1974	1974	South Africa	Africa			
Phlebovirus riftense	Complete	RSA/OBP/RVFV/Inactivated	S	OP146112	1691	49.615612	1691	1974	1974	South Africa	Africa			
Phlebovirus riftense	Partial	ZH-548		OQ440157	738	50.1355	738	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	ZH-548		OQ440156	798	46.741856	798	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Lunyo		OQ440142	6404	43.72267	6404	09/07/1955	1955	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Lunyo		OQ440143	3885	45.482624	3885	09/07/1955	1955	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Lunyo		OQ440144	798	47.117794	798	09/07/1955	1955	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Kenya 56 (IB8)		OQ440153	738	50.271004	738			Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	Lunyo		OQ440145	738	50.677505	738	09/07/1955	1955	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	Kenya 56 (IB8)	L	OQ440150	6404	43.56652	6404			Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	ZH-548	L	OQ440154	6404	43.89444	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Partial	Kenya 56 (IB8)		OQ440152	798	46.99248	798			Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	Kenya 56 (IB8)	M	OQ440151	3885	45.585587	3885			Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	ZH-548	M	OQ440155	3885	45.456886	3885	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201601287	M	MG953418	3576	46.364655	3576	15/03/2016	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0002		OR780613	1658	48.51922	1658	17/05/2022	2022	Burundi	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0006		OR780615	1636	48.4984	1636	19/05/2022	2022	Burundi	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0003		OR780614	1636	48.966812	1636	17/05/2022	2022	Burundi	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0007		OR780616	1636	48.4984	1636	19/05/2022	2022	Burundi	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0002	M	OR780618	3513	45.40279	3513	17/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0008		OR780617	1636	48.53129	1636	19/05/2022	2022	Burundi	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0003	M	OR780619	3571	45.362846	3571	17/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0005	M	OR780620	3559	45.377914	3559	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0006	M	OR780621	3571	45.32921	3571	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	201601292	M	MG953419	3841	45.587086	3841	15/03/2016	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	BDI0007	M	OR780622	3567	45.33221	3567	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0009	M	OR780624	3558	45.39067	3558	18/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0008	M	OR780623	3568	45.347534	3568	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0002	L	OR780625	5924	43.630737	5924	17/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0003	L	OR780626	6232	43.492218	6232	17/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0006	L	OR780627	5924	43.63793	5924	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0008	L	OR780629	5924	43.6994	5924	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Partial	BDI0007	L	OR780628	5924	43.62654	5924	19/05/2022	2022	Burundi	Africa	Bos taurus	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	AFI-MGT-989	M	OR972327	3875	45.637585	3875	16/07/2018	2018	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	AFI-MGT-989	L	OR972326	6397	43.400063	6397	16/07/2018	2018	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Partial	201601502	M	MG953420	3815	45.819134	3815	09/06/2016	2016	Uganda	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	AFI-MGT-989	S	OR972328	1684	49.52381	1684	16/07/2018	2018	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2019/7	S	OR528950	1680	48.988094	1680	20/04/2019	2019	Gabon	Africa	Philantomba monticola		
